Zeitstempel;Market/contact;norm_name;Filename;Assessed level;Date of pic;Time;Skip #;;;;;;
11.01.2023 21:08;Kachere;kachere;WhatsApp Image 2023-11-01 at 16.58.35_a01f3558.jpg;2;01.11.2023;16:58:00;;;;;;;
11.01.2023 21:09;Mibawa;mibawa;WhatsApp Image 2023-11-01 at 09.26.59_3fbafc5f.jpg;Ambiguous/not overflowing;01.11.2023;09:26:00;1;;;;;;
11.01.2023 21:09;Mibawa;mibawa;WhatsApp Image 2023-11-01 at 09.26.59_ff7546cf.jpg;5;01.11.2023;09:26:00;2;;;;;;
11.01.2023 21:10;Mibawa;mibawa;WhatsApp Image 2023-11-01 at 17.13.43_bed77919.jpg;Ambiguous/not overflowing;01.11.2023;17:13:00;1;;;;;;
11.01.2023 21:11;Mibawa;mibawa;WhatsApp Image 2023-11-01 at 17.13.43_838157fb.jpg;Ambiguous/not overflowing;01.11.2023;17:13:00;2;;;;;;
11.01.2023 21:12;Namwalimwe;namwalimwe;WhatsApp Image 2023-11-01 at 17.34.31_89510fd3.jpg;1;31.10.2023;17:00:00;;;;;;;
11.01.2023 21:12;Namwalimwe;namwalimwe;WhatsApp Image 2023-11-01 at 18.21.55_eef11825.jpg;2;01.11.2023;18:21:00;;;;;;;
11.01.2023 21:13;ITG;ITG;WhatsApp Image 2023-11-01 at 15.54.46_fde238f0.jpg;Ambiguous/not overflowing;01.11.2023;15:54:00;1;;;;;;
11.01.2023 21:14;ITG;ITG;WhatsApp Image 2023-11-01 at 15.54.46_5249840f.jpg;5;01.11.2023;15:54:00;2;;;;;;
11.01.2023 21:15;Limbe flea market;limbe flea market;WhatsApp Image 2023-11-01 at 15.55.46_a57dfe1f.jpg;5;01.11.2023;15:55:00;;;;;;;
11.01.2023 21:15;Pafumbi bus;pafumbi bus;WhatsApp Image 2023-11-01 at 15.56.04_cdf357f9.jpg;3;01.11.2023;15:56:00;;;;;;;
11.01.2023 21:16;Limbe produce market;limbe produce market;WhatsApp Image 2023-11-01 at 15.57.00_b3ecc5ae.jpg;4;01.11.2023;15:57:00;1;;;;;;
11.01.2023 21:16;Limbe produce market;limbe produce market;WhatsApp Image 2023-11-01 at 15.57.00_f15cc520.jpg;5;01.11.2023;15:57:00;2;;;;;;
11.02.2023 17:51;Nthukwa;nthukwa;WhatsApp Image 2023-11-02 at 05.30.29_1cf2020c.jpg;Ambiguous/not overflowing;02.11.2023;05:30:00;;;;;;;
11.02.2023 17:52;Chilobwe police;chilobwe police;WhatsApp Image 2023-11-02 at 08.48.52_05b28821.jpg;4;02.11.2023;08:48:00;;;;;;;
11.02.2023 17:53;Blantyre;blantyre produce market;WhatsApp Image 2023-11-02 at 09.01.12_77fa3bcf.jpg;3;02.11.2023;09:01:00;;;;;;;
11.02.2023 17:55;Chilomoni Fargo;chilomoni fargo;WhatsApp Image 2023-11-02 at 06.07.49_8f5a87b4.jpg;Ambiguous/not overflowing;01.11.2023;17:00:00;;;;;;;
11.02.2023 17:56;Chilomoni Fargo;chilomoni fargo;WhatsApp Image 2023-11-02 at 10.26.42_aa0c0c1b.jpg;4;02.11.2023;10:26:00;;;;;;;
11.02.2023 17:59;Chemusa;chemusa;WhatsApp Image 2023-11-02 at 11.00.42_fbcca34f.jpg;3;02.11.2023;11:00:00;;;;;;;
11.02.2023 18:00;Zingwangwa;zingwangwa/thawale;WhatsApp Image 2023-11-02 at 11.21.15_0e2ce369.jpg;Ambiguous/not overflowing;02.11.2023;11:21:00;;;;;;;
11.02.2023 18:01;Nkolokoti;nkolokoti;WhatsApp Image 2023-11-02 at 11.59.57_bb7f0092.jpg;5;02.11.2023;11:59:00;;;;;;;
11.02.2023 18:01;Chilomoni market;chilomoni market;WhatsApp Image 2023-11-02 at 09.28.00_c39a5832.jpg;5;02.11.2023;09:28:00;;;;;;;
11.02.2023 18:02;Ndirande;ndirande;WhatsApp Image 2023-11-02 at 13.21.59_347aff99.jpg;Ambiguous/not overflowing;02.11.2023;13:21:00;1;;;;;;
11.02.2023 18:03;Ndirande;ndirande;WhatsApp Image 2023-11-02 at 13.21.02_be426bb9.jpg;Ambiguous/not overflowing;02.11.2023;13:21:00;2;;;;;;
11.02.2023 18:03;Mibawa;mibawa;WhatsApp Image 2023-11-02 at 07.43.33_3f915d5b.jpg;Ambiguous/not overflowing;02.11.2023;07:43:00;1;;;;;;
11.02.2023 18:04;Mibawa;mibawa;WhatsApp Image 2023-11-02 at 07.43.33_7f7b22cd.jpg;Ambiguous/not overflowing;02.11.2023;07:43:00;2;;;;;;
11.02.2023 18:05;Mibawa;mibawa;WhatsApp Image 2023-11-02 at 16.58.43_e9883096.jpg;4;02.11.2023;16:58:00;1;;;;;;
11.02.2023 18:06;Mibawa;mibawa;WhatsApp Image 2023-11-02 at 16.58.43_22b0e20a.jpg;Ambiguous/not overflowing;02.11.2023;16:58:00;2;;;;;;
11.02.2023 18:07;South Lunzu;south lunzu;WhatsApp Image 2023-11-02 at 08.49.49_a20b8675.jpg;5;02.11.2023;08:49:00;;;;;;;
11.02.2023 18:07;South Lunzu;south lunzu;WhatsApp Image 2023-11-02 at 17.32.43_f01fcd91.jpg;5;02.11.2023;17:32:00;;;;;;;
11.02.2023 18:08;Kachere;kachere;WhatsApp Image 2023-11-02 at 10.18.46_1ff1fda0.jpg;2;02.11.2023;10:18:00;;;;;;;
11.02.2023 18:08;Kachere;kachere;WhatsApp Image 2023-11-02 at 16.27.05_c351a930.jpg;2;02.11.2023;16:27:00;;;;;;;
11.04.2023 17:12;Nthukwa;nthukwa;WhatsApp Image 2023-11-04 at 18.11.20_28d26287.jpg;2;03.11.2023;12:07:00;;;;;;;
11.04.2023 17:12;Chilomoni market;chilomoni market;WhatsApp Image 2023-11-03 at 09.19.41_329f4519.jpg;2;03.11.2023;09:19:00;;;;;;;
11.04.2023 17:13;Zingwangwa;zingwangwa/thawale;WhatsApp Image 2023-11-03 at 10.44.36_d6811e01.jpg;Ambiguous/not overflowing;03.11.2023;10:44:00;;;;;;;
11.04.2023 17:14;Ndirande;ndirande;WhatsApp Image 2023-11-03 at 10.59.49_3ac4f4eb.jpg;4;03.11.2023;10:59:00;1;;;;;;
11.04.2023 17:14;Ndirande;ndirande;WhatsApp Image 2023-11-03 at 10.59.50_c701f287.jpg;Ambiguous/not overflowing;03.11.2023;10:59:00;;;;;;;
11.04.2023 17:16;Nkolokoti;nkolokoti;WhatsApp Image 2023-11-03 at 13.36.51_ec49aad8.jpg;Ambiguous/not overflowing;03.11.2023;13:36:00;;;;;;;
11.04.2023 17:17;Namwalimwe;namwalimwe;WhatsApp Image 2023-11-03 at 17.56.10_5e8062a5.jpg;2;02.11.2023;17:00:00;;;;;;;
11.04.2023 17:18;Namwalimwe;namwalimwe;WhatsApp Image 2023-11-03 at 17.58.12_551c96c3.jpg;2;03.11.2023;17:00:00;;;;;;;
11.04.2023 17:21;Chilobwe police;chilobwe police;WhatsApp Image 2023-11-04 at 18.19.10_f357d3ed.jpg;4;03.11.2023;09:12:00;;;;;;;
11.04.2023 17:21;Chilobwe police;chilobwe police;WhatsApp Image 2023-11-04 at 08.48.16_e736e5a4.jpg;4;04.11.2023;08:48:00;;;;;;;
11.04.2023 17:22;South Lunzu;south lunzu;WhatsApp Image 2023-11-03 at 08.29.58_9b87d073.jpg;5;03.11.2023;08:29:00;;;;;;;
11.04.2023 17:24;South Lunzu;south lunzu;WhatsApp Image 2023-11-03 at 15.01.00_e6f7c624.jpg;0;03.11.2023;15:01:00;;;;;;;
11.04.2023 17:25;South Lunzu;south lunzu;WhatsApp Image 2023-11-04 at 09.10.44_9d73c216.jpg;3;04.11.2023;09:10:00;;;;;;;
11.04.2023 17:25;Chemusa;chemusa;WhatsApp Image 2023-11-04 at 10.42.18_9deae8c3.jpg;5;04.11.2023;10:42:00;;;;;;;
11.04.2023 17:27;Pafumbi bus;pafumbi bus;WhatsApp Image 2023-11-03 at 08.46.53_817ff60f.jpg;5;03.11.2023;08:46:00;;;;;;;
11.04.2023 17:27;ITG;ITG;WhatsApp Image 2023-11-03 at 08.47.11_bb69ddb4.jpg;Ambiguous/not overflowing;03.11.2023;08:47:00;1;;;;;;
11.04.2023 17:29;ITG;ITG;WhatsApp Image 2023-11-03 at 08.47.11_10ef0deb.jpg;Ambiguous/not overflowing;03.11.2023;08:47:00;2;;;;;;
11.04.2023 17:31;Limbe flea market;limbe flea market;WhatsApp Image 2023-11-03 at 08.47.29_86259050.jpg;5;03.11.2023;08:47:00;;;;;;;
11.04.2023 17:32;Limbe produce market;limbe produce market;WhatsApp Image 2023-11-03 at 08.48.06_e2075591.jpg;5;03.11.2023;08:48:00;1;;;;;;
11.04.2023 17:32;Limbe produce market;limbe produce market;WhatsApp Image 2023-11-03 at 08.48.06_b2b02715.jpg;5;03.11.2023;08:48:00;2;;;;;;
11.04.2023 17:33;Limbe flea market;limbe flea market;WhatsApp Image 2023-11-04 at 11.56.53_9e3ec154.jpg;Ambiguous/not overflowing;04.11.2023;11:56:00;;;;;;;
11.04.2023 17:34;Limbe produce market;limbe produce market;WhatsApp Image 2023-11-04 at 11.57.19_51276848.jpg;5;04.11.2023;11:57:00;1;;;;;;
11.04.2023 17:35;Limbe produce market;limbe produce market;WhatsApp Image 2023-11-04 at 11.57.19_df810100.jpg;Ambiguous/not overflowing;04.11.2023;11:57:00;2;;;;;;
11.04.2023 17:35;Pafumbi bus;pafumbi bus;WhatsApp Image 2023-11-04 at 11.57.32_96c88f15.jpg;5;04.11.2023;11:57:00;;;;;;;
11.04.2023 17:38;Chilomoni Fargo;chilomoni fargo;WhatsApp Image 2023-11-03 at 08.21.00_f06df647.jpg;4;03.11.2023;08:21:00;;;;;;;
11.04.2023 17:39;Chilomoni Fargo;chilomoni fargo;WhatsApp Image 2023-11-04 at 13.44.07_f641c712.jpg;5;04.11.2023;10:00:00;;;;;;;
11.04.2023 17:40;Mibawa;mibawa;WhatsApp Image 2023-11-03 at 17.40.29_73a48e68.jpg;5;03.11.2023;17:40:00;1;;;;;;
11.04.2023 17:40;Mibawa;mibawa;WhatsApp Image 2023-11-03 at 17.40.29_9f83201f.jpg;Ambiguous/not overflowing;03.11.2023;17:40:00;2;;;;;;
11.04.2023 17:41;Mibawa;mibawa;WhatsApp Image 2023-11-04 at 12.44.19_256ec7f2.jpg;5;04.11.2023;12:44:00;1;;;;;;
11.04.2023 17:42;Mibawa;mibawa;WhatsApp Image 2023-11-04 at 12.44.19_46f60e65.jpg;Ambiguous/not overflowing;04.11.2023;12:44:00;2;;;;;;
11.04.2023 17:43;Kachere;kachere;WhatsApp Image 2023-11-03 at 07.41.34_96306da3.jpg;3;03.11.2023;07:41:00;;;;;;;
11.04.2023 17:44;Kachere;kachere;WhatsApp Image 2023-11-03 at 16.51.23_9d2dc4f7.jpg;3;03.11.2023;16:51:00;;;;;;;
11.04.2023 17:45;Kachere;kachere;WhatsApp Image 2023-11-04 at 09.50.33_868c1f57.jpg;4;04.11.2023;09:50:00;;;;;;;
11.04.2023 17:45;Kachere;kachere;WhatsApp Image 2023-11-04 at 16.50.36_10420ebb.jpg;3;04.11.2023;16:50:00;;;;;;;
11.04.2023 17:46;Blantyre;blantyre produce market;WhatsApp Image 2023-11-03 at 10.09.34_9e6dc0cc.jpg;3;03.11.2023;10:09:00;;;;;;;
11.04.2023 17:47;Blantyre;blantyre produce market;WhatsApp Image 2023-11-04 at 16.30.11_7e15fc4e.jpg;3;04.11.2023;16:30:00;;;;;;;
